ID	Text	Valence	Arousal	Dominance	Category
0	Een halve dag vliegt ie rond mij en nu is hij moe 😉 Oranje tipje man😍en ja deze planten plus de pinksterbloemen speciaal voor hen. @LINK	0.610476642704	0.278393761084	0.502864654501	joy
1	Pittige dame!! Met wie??Uh met de Volkskrant😄Echt absoluut 'n vrouw naar mijn hart! Altijd al geweest! Die lach! Heerlijk! #adèlebloemendaal	0.890842117122	0.863853948634	0.808924450146	love
2	@USER @USER @USER Lees nu met een bakkie koffie precies het zelfde😄boek!	0.678733588243	0.491347680931	0.583500251364	neutral
3	@USER Rondreis😃Tel Aviv, Jeruzalem, Haifa, Dode Zee etc. Dankje 😃	0.676454640246	0.363841806037	0.476351326313	neutral
4	@USER Maandagmorgen en extra druk😣Dat is nu voordeel van niet meer werken op maandag al dit nieuws lezen!	0.553363703266	0.550660537347	0.732407820618	anger
5	Zit in 2 dagen al op 19 uur werk.💪🏻 Vanavond vroeg naar bed, dat probeer ik. Morgen maar een half uurtje later beginnen😉vakantie in 1,5 week	0.479048729609	0.358491671725	0.492824916677	joy
6	@USER @USER @USER Zeker gekregen😀Aflevering van Baantjer gekeken met rechercheur de Cock met C-o-c-k😂✌🏻	0.746952819977	0.795517134659	0.954448688195	joy
7	@USER Echt...zweet en shag..en dat een hele dag😡Je zal ermee op kantoor zitten😝	0.0746365663186	0.75453881336	0.732349309758	anger
8	@USER @USER @USER D66Pechtold zei 1e BELANGRIJKSTE!poging😂dream on Pechtold gelul id ruimte! PVV id 2e grtste!wat e kleuterklasje.pesten uitsluiten z nie 2017	0.395079009046	0.838520694259	0.768224705575	anger
9	@USER Je gaat m.i een beetje op een struisvogel lijken😳kop in het zand😉sommige risico's MOET je niet willen	0.39584503138	0.509096803008	0.760484766442	neutral
10	@USER  @USER @USER @USER @USER @USER lachen gieren en b😂rullen dus	0.68284833763	0.693552576557	0.632504080531	joy
11	@USER heeft mijn pakket om 17.02 bezorgd alleen niet bij mij😡leuk vakantiekrachten nu moet ik wachten!waar is mijn pakje	0.0693746178222	0.626346909225	0.647727914037	anger
12	Jaaa zwart leren handgreepjes voor mijn luikje😍Met dank aan… @LINK	0.856715098057	0.736397563018	0.640163843634	joy
13	@USER @USER @USER HAHAHAHAHA doe maar niet xx wel leuk dat je m'n account bekijkt😂Beetje jammer dat je me niet meer volgt	0.498867504293	0.955441758791	0.728884782643	joy
14	Taxi besteld. Maar es ff kijken of d’r beetje volk op af komt😂met Titia Kip @LINK	0.521766469115	0.483220162108	0.222028369254	joy
15	Na premiestijging ziektekosten en pensioen dit jaar, dus volgend jaar alweer inkomensdaling😠Stomme nullijn😡@USER @USER @USER	0.150416202213	0.697961396337	0.584829539522	anger
16	@USER Goedemorgen Eddy😊fijne dag en weekend! Groetjes! @LINK	0.730330181831	0.582873347214	0.493289379421	joy
17	MEGA véél slagroomschnitten bakken😋Onze banketbakkers zijn goed bezig😆💪🏻💪🏻 #slagroomschnitten #voormaar€5 #bergenvoordeelweken @LINK	0.563332276215	0.428407395602	0.497139251541	joy
18	@USER Zullen we dan gelijk een bosje brandnetels bij die zorgverzekeraar😠afleveren?	0.19410004973	0.563073806669	0.585933873552	anger
19	@LINK Ik moest lachen😂De reden dat ik niks met Maduro had in,1 bericht #Amsterdamsearrogantie#Nikslatenzien #bestemaarweer	0.377826355918	0.749246919083	0.833499768027	anger
20	@USER OMD😄Vrouwtje moet heel hard lachen hierom😏Jullie vrouwtje ook? Ik ben net  in mijn zwembadje gegaan, was een slak ingekomen, is verdronken😪	0.712087062984	0.86412583505	0.528169427056	joy
21	@USER @USER Zoiets😂ga toch de vlag vast ff uithangen 💪🙏	0.602790079771	0.647424151149	0.682590370635	joy
22	@USER ZWARTgallig🤔er zijn ook nog andere kleuren hoor. paars groen blauw	0.244327044282	0.690231518226	0.634948530942	anger
23	@USER Sterkte😱normaal een thuiswerkdag op vrijdag maar vandaag een telco in Utrecht🤔weer zo’n dag dat een trein uitvalt en het zeer koud is op het station😱nu weer warm in een trein	0.161715336488	0.429026350399	0.307558812466	anger
24	@USER @USER lol😂nee muts ik wist niet hoe dat allemaal werkte he hier in limbo hebben we geen metro😱	0.40700006628	0.843193859852	0.58334121965	joy
25	@USER @USER ff zeiken😉bielzen zijn van hout. Dit zijn dwarsliggers. Het nummer is het batch nummer😊	0.381802577492	0.167390332597	0.827295532702	neutral
26	@USER Ja ik heb óók gedacht aan wat ik bij ehbo hebt geleerd 👍🏼 dankjewel liefie voor het méédenken😊Xx	0.57185247973	0.627236963361	0.55391774786	joy
27	Moe van je ogen ? #bovenooglidcorrectie daar wordt je snel blij van😊020-5300393 €850 info@USER.nl @LINK	0.49037607809	0.453785763876	0.389461205459	neutral
28	Wat een topavond en leuk optreden bij club 19 nog nooit zoveel mannen bij elkaar gezien hihi😁Ronald Levering Ruud... @LINK	0.866056401169	0.63956799949	0.572575176263	joy
29	12 mei😉dag van de verpleging🙃	0.368521181924	0.170159700612	0.314086527691	joy
30	@USER Ik weet dat mijn maatje het druk heeft want is stil maar vraag het toch maar☺️is het nieuw muzikaal kindje geboren ? #Benieuwd🎶	0.492613263435	0.50623521249	0.341864048073	neutral
31	@USER Thanxx!! Dit is de broodvariant😍Gemaakt door een pasticceria hier, Rivoire.	0.815296312617	0.725426380194	0.627375100283	joy
32	Duizenden afgewezen asielzoekers toch in Nederland @LINK Ja Rutte😁justitie&amp;immigratiedienst  waar???	0.330434859446	0.751726972091	0.789125176002	anger
33	Gm, de luiken weer open😆Vannacht als opco weer aanwezig tbv incidentenafhandeling in het teamgebied. Goed weekend👋	0.61770630548	0.361337015607	0.479304143593	joy
34	Zo lekker leesvoer😀Ga me niet vervelen. @LINK	0.75643467791	0.428782070071	0.665333435104	joy
35	@USER @USER Hier goed😎En met jullie..???	0.842849678839	0.653988266747	0.656137752195	joy
36	@USER Goeiemorgen en dankjewel😁jij ook!!☕️	0.679622630782	0.685152585214	0.587370559359	joy
37	@USER Mss kan ik je even opvrolijken met uitgelekte spoilers van seizoen 8😉@LINK	0.596444896497	0.166242407571	0.355931420052	joy
38	Ik durf de andere komkommer en augurk er nog niet bij te zetten😱Misschien over een paar dagen… @LINK	0.300532898033	0.62892034569	0.20073775581	fear
39	Het ene moment vind je een portemonnee op straat en brengt deze naar de👮het volgende moment krijg je een dikke🖕van een man🙁tja bedankt zeker	0.0588737800437	0.445448047067	0.0662781691593	sadness
40	@USER Goedemorgen Coen. Klinkt goed. Fijne dag😀fijn weekend😎	0.691013013697	0.271940178691	0.398906945511	joy
41	@USER @USER Werkse😊collega's🤗	0.631615348867	0.249692731655	0.377697193094	joy
42	Voor die duizenden😏mensen op het #malieveld ook dit is #Islam @LINK	0.274580481426	0.363375093634	0.70187296185	anger
43	@LINK tijd dat Pablo Escobar in Colombia regeerde is voorgoed voorbij	0.95396374761	0.459547853877	0.731907084681	joy
44	@USER Lekker hoor! Heerlijk uit eigen tuin. Er volgt vanzelf meer;)) Moestuinen houden niet op met produceren😆Smakelijk!	0.838244684051	0.751351879351	0.543736731501	joy
45	Over #fakenews gesproken, als dit ooit als app released gaat worden😳Creepy shit, stemmen nabootsen met max 1 min aan bronsmateriaal @LINK	0.343531140254	0.536682894914	0.175946652558	fear
46	@USER @USER Goede morgen/middag Kim😘en Jac😉fijne vrijdag🤗	0.701768113235	0.0729038179975	0.299103965066	joy
47	@USER Really😤Niet normaal	0.148403272702	0.731770180914	0.53688511089	anger
48	@LINK zorgen dat malware genaamd Adylkuzz computers binnendringt.	0.252491224243	0.188114346488	0.29307408689	neutral
49	@USER Ja ze moeten Wijnaldum nooit meer uitnodigen😜die is slecht!!	0.354729021823	0.7972832735	0.956522041698	anger
50	Nu online @USER @USER @USER Tess 2312. Ik zit er klaar voor...im ready☺️I like men with respect! @LINK	0.597615430987	0.522703310856	0.544289836277	joy
51	@USER @USER Hahaha mijne is lang zo🤔gewoon toevallig toch	0.297905740543	0.377518154154	0.202958473646	neutral
52	Belgische Syriëstrijder kon opleiding als treinbestuurder volgen😂waarschijnlijk wel  reeds lid van de tjeven-vakbond @LINK	0.352986894186	0.72277269905	0.699303275249	anger
53	@USER @USER @USER @USER @USER U😂beiden snapt dan niks van 'gevoel'. -- niks 'ratio' - het gaat juist om die 'grens' in dat gevoelsgebied op het gebied van omgang en sex.	0.437853538599	0.408968547526	0.865154572127	anger
54	@USER Wat lief😊wens jou ook een mooi weekend Bertien👋🏼	0.740459323869	0.301377818529	0.297007864302	joy
55	@USER Oranjetipje😊Je was natuurlijk in de war...  Had oranje moeten zijn. 😁😁😁	0.528566973901	0.367543962473	0.808112630522	joy
56	@USER Bij mijn kleinzoon in groep 3 moeten ze ook zo verkleed komen😳Wie bedenkt zoiets!?🤢	0.346760157769	0.683478065581	0.231764309024	anger
57	@USER PVV'ers zijn een ras😃dit is discriminatie	0.446762536901	0.294750462037	0.68101681246	anger
58	@USER ben zelf heel bang om te vliegen dus zou ook niet mee grinniken😂Blij dat ik hier op de bank zit😎	0.498614835744	0.617852945458	0.20479222293	joy
59	@USER waarvoor moeten de mensen kijken?? Getuigenis of het hoofddoek debat. Ik zal wel naar de herhalingen zien op tv😉Jongeheer	0.354058187699	0.64581032916	0.80700500274	anger
60	@USER Begon net ook in Utrecht tijdens mijn wandeling van het station naar mijn werk😭nu gelukkig weer koffie @LINK	0.308711104296	0.48703957621	0.233579496823	sadness
61	@USER Verhip Annette, dat wist ik niet.Zie het nu.Gebruik meer mobiel dan laptop.Dank voor het melden😀en ook bedankt voor je reactie op m'n blog😘	0.597723411783	0.33978314461	0.357883703127	joy
62	Slechts één van tienduizenden😔Na één jaar onschuldig te hebben vastgezeten, wordt hij alsnog vrijgelaten. Kemalist, vader, echtgenoot.	0.167545296532	0.452162612007	0.130384836243	sadness
63	Boom weg😩gebeld met de gemeente Zaanstad en die zeiden een ingescheurde takken ( geen reden meer aan). Zonde de boom zag er nog goed uit! @LINK	0.216966582906	0.577440799695	0.232133918066	sadness
64	@USER Had hem gemist, voor middagdutje dan........ssst😊Mooi hoor😊	0.643508728257	0.310136426464	0.473646869974	neutral
65	Het enige wat ik vraag is jou liefde, ik hou van jou zoals je bent😍@LINK	0.744534181258	0.512941700506	0.597819895608	love
66	@USER plaatsje te laag😉toch proficiat!😀	0.563372969168	0.483910238684	0.515963725703	joy
67	7 2.0: nooit echt gesproken ma je lijkt me super aardig, als er wat is, je weet me te vinden😊laten we vaker gaan praten!	0.59518653766	0.469325605452	0.486023162863	joy
68	@USER K ben net bijna flauwgevallen😩en K heb keihard gejankt net😭	0.0617322153617	0.728801824461	0.240867196037	sadness
69	Hier word keihard gewerkt om vanaf Dinsdag weer een prachtige salon te hebben😀Dank aan Peter… @LINK	0.554943568633	0.306704388112	0.515746030015	joy
70	@USER Klopt helaas is de zon met de noordezon vertrokken😉heb de luifels en stoelkussens ook net naar binnen gehaald denk dat de 🌧er zo aankomt😔	0.270649602626	0.306813303684	0.21523501547	fear
71	@USER groeten aan de hele familie😘Nog altijd in mijn hart❤️	0.62525014738	0.414002090927	0.4064485565	love
72	@USER @USER Haha nee maar dankje voor het aanbod😃ze hebben de letter denk ik ook hier bij AH😃😃	0.671584410876	0.562633952623	0.589051073898	joy
